author,local_guide_info,rating,review,date_text,text_backup
E G,Local Guide · 47 reseñas · 54 fotos,2 estrellas,"Iba con optimismo ya que tengo aprecio a este sitio, pese a que las últimas veces que he ido y he llevado a gente, la comida no ha estado nada bien; como por ejemplo un gofre carbonizado que intentaron colarme del revés para no darme cuenta o no acordarse de añadir al plato ciertos ingredientes, que luego sí se acordaban de añadir a la cuenta… Pero por lo que veo, no mejora la cosa…

Francamente decepcionante el brunch de este sitio. A parte de haber subido de precio, antes costaba menos de 10€ y ahora 12,50€, las cantidades son realmente escasas para lo que se paga. Cuando nos han traído el plato, como podéis observar con un montón de espacio, demasiado grande para la cantidad de comida que hay… y con esas tortitas de un tamaño tan pequeño que parecía que nos estaban tomando el pelo… pues nos hemos llevado una decepción enorme. Viendo fotos del brunch en otras reseñas, claramente las tortitas eran más grandes y contundentes que las que nos pusieron a nosotros, por lo que me imagino que se debería de acabar la masa, o simplemente nos pusieron malamente unas descongeladas o industriales del supermercado… Sea como sea, eran las 12:00h del mediodía, típica hora para hacer un brunch… por lo que la excusa de que quizá no quedaban ingredientes no es válida.

De sabor como tal está bueno, sobre todo los tomates asados (o mejor dicho, la porción de tomate, singular), y la tacita de café y el zumo que acompaña al brunch, aunque tampoco vienen en demasiada cantidad. Por cierto, la taza grande que sale en la foto es una taza de leche que pedimos con Cola-Cao, no es café.

Este brunch te lo haces en casa por 5 o 6€. Literalmente.

Claramente no volveré!",Hace 2 años,"E G
Local Guide · 47 reseñas · 54 fotos






Hace 2 años
Iba con optimismo ya que tengo aprecio a este sitio, pese a que las últimas veces que he ido y he llevado a gente, la comida no ha estado nada bien; como por ejemplo un gofre carbonizado que intentaron colarme del revés para no darme cuenta o no acordarse de añadir al plato ciertos ingredientes, que luego sí se acordaban de añadir a la cuenta… Pero por lo que veo, no mejora la cosa…

Francamente decepcionante el brunch de este sitio. A parte de haber subido de precio, antes costaba menos de 10€ y ahora 12,50€, las cantidades son realmente escasas para lo que se paga. Cuando nos han traído el plato, como podéis observar con un montón de espacio, demasiado grande para la cantidad de comida que hay… y con esas tortitas de un tamaño tan pequeño que parecía que nos estaban tomando el pelo… pues nos hemos llevado una decepción enorme. Viendo fotos del brunch en otras reseñas, claramente las tortitas eran más grandes y contundentes que las que nos pusieron a nosotros, por lo que me imagino que se debería de acabar la masa, o simplemente nos pusieron malamente unas descongeladas o industriales del supermercado… Sea como sea, eran las 12:00h del mediodía, típica hora para hacer un brunch… por lo que la excusa de que quizá no quedaban ingredientes no es válida.

De sabor como tal está bueno, sobre todo los tomates asados (o mejor dicho, la porción de tomate, singular), y la tacita de café y el zumo que acompaña al brunch, aunque tampoco vienen en demasiada cantidad. Por cierto, la taza grande que sale en la foto es una taza de leche que pedimos con Cola-Cao, no es café.

Este brunch te lo haces en casa por 5 o 6€. Literalmente.

Claramente no volveré!
Servicio
Comí allí
Tipo de comida
Brunch

1

Compartir
Respuesta del propietario Hace 2 años
Hola E.G., agradecemos mucho que nos hagas saber lo sucedido. Nos encantaría tener la oportunidad de que nos visites de nuevo para servirte el gofre en su punto y que lo disfrutes como es debido. Te trasladamos nuestras más sinceras disculpas y agradecemos tu comprensión. Recibe un cordial saludo."
RBK,Local Guide · 80 reseñas · 145 fotos,3 estrellas,"Es un buen sitio con buen ambiente y los trabajadores son muy agradables.
Por lo que vimos, la gente viene por sus hamburguesas y gofres. Las hamburguesas están muy buenas, sin embargo los gofres tenían muy buena pinta pero sabían a sándwich total y no ha sido muy agradable para nosotros.
Otra cosa que no nos ha gustado ha sido que pedimos expresamente una mesa y al llegar estaba ocupada. Entendimos que estuviese ocupada por otra persona y pedimos otra mesa que nos pareció algo más cómoda que en la que nos habían sentado, sin embargo nos dijeron que no nos podrían sentar allí porque la había reservado alguien. Después la que habíamos reservado se quedó libre, pero nos dijeron que no podríamos sentar allí porque vendría más gente que había reservado, en toda nuestra comida no vimos aparecer a la gente de la segunda mesa y nos ha parecido que no se ha tenido en consideración nuestra situación.
A pesar de todo, no salimos con mala experiencia por el trato cordial y las hamburguesas, por ello pongo 3 estrellas.",Hace 2 años,"RBK
Local Guide · 80 reseñas · 145 fotos






Hace 2 años
Es un buen sitio con buen ambiente y los trabajadores son muy agradables.
Por lo que vimos, la gente viene por sus hamburguesas y gofres. Las hamburguesas están muy buenas, sin embargo los gofres tenían muy buena pinta pero sabían a sándwich total y no ha sido muy agradable para nosotros.
Otra cosa que no nos ha gustado ha sido que pedimos expresamente una mesa y al llegar estaba ocupada. Entendimos que estuviese ocupada por otra persona y pedimos otra mesa que nos pareció algo más cómoda que en la que nos habían sentado, sin embargo nos dijeron que no nos podrían sentar allí porque la había reservado alguien. Después la que habíamos reservado se quedó libre, pero nos dijeron que no podríamos sentar allí porque vendría más gente que había reservado, en toda nuestra comida no vimos aparecer a la gente de la segunda mesa y nos ha parecido que no se ha tenido en consideración nuestra situación.
A pesar de todo, no salimos con mala experiencia por el trato cordial y las hamburguesas, por ello pongo 3 estrellas.

1

Compartir"
Javier Rueda,Local Guide · 82 reseñas · 168 fotos,4 estrellas,"Una de las mejores burgers de Madrid. Buen ambiente, buena música de fondo y una carne espectacular. Volveré sin duda, me he quedado con ganas de probar más tipos de burgers. Le pongo 4 de 5 estrellas porque el servicio fue muy lento, aunque volveré para comprobar si ha sido algo puntual y modificar mi rating.",Hace 7 años,"Javier Rueda
Local Guide · 82 reseñas · 168 fotos






Hace 7 años
Una de las mejores burgers de Madrid. Buen ambiente, buena música de fondo y una carne espectacular. Volveré sin duda, me he quedado con ganas de probar más tipos de burgers. Le pongo 4 de 5 estrellas porque el servicio fue muy lento, aunque volveré para comprobar si ha sido algo puntual y modificar mi rating.

Me gusta

Compartir"
Javier Hernández-Agero Gras,Local Guide · 53 reseñas · 27 fotos,5 estrellas,"Terraza estupenda con buenas raciones y jarras de cerveza. Me quedé con ganas de probar las hamburguesas, así que tendré que volver. El servicio de Carlos de 10",Hace 4 meses,"Javier Hernández-Agero Gras
Local Guide · 53 reseñas · 27 fotos






Hace 4 meses
Terraza estupenda con buenas raciones y jarras de cerveza. Me quedé con ganas de probar las hamburguesas, así que tendré que volver. El servicio de Carlos de 10
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Sándwich de Pollo Frito y Croquetas

Me gusta

Compartir"
Laura corsani,5 reseñas · 1 foto,5 estrellas,"Tengo q recomendar este sitio, hemos estado mis amigas y yo tomando y picando algo de comer, tanto calidad como servicio un 12, además el camarero Yadiel nos ha tratado como si estuviéramos en casa, muy recomendable.",Hace 2 meses,"Laura corsani
5 reseñas · 1 foto






Hace 2 meses
Tengo q recomendar este sitio, hemos estado mis amigas y yo tomando y picando algo de comer, tanto calidad como servicio un 12, además el camarero Yadiel nos ha tratado como si estuviéramos en casa, muy recomendable.
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
5 9,10 reseñas · 17 fotos,5 estrellas,"Sitio para todo: buenas hamburguesas, menú del día… Mi sitio favorito para merendar los domingos. Acogedor y con personal amable.",Hace 8 meses,"5 9
10 reseñas · 17 fotos






Hace 8 meses
Sitio para todo: buenas hamburguesas, menú del día… Mi sitio favorito para merendar los domingos. Acogedor y con personal amable.
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €
Comida: 4
Servicio: 5
Ambiente: 5
Platos recomendados
Brunch Con Baggel Salmón

Me gusta

Compartir"
Cath Caceres,Local Guide · 103 reseñas · 503 fotos,1 estrella,"Un maravilloso ambiente. Seguido de una amable oferta del camarero para ver si queríamos patatas, batatas o aros de cebolla acompañando a la hamburguesa que habíamos pedido. Acompañamiento por el que nos cobrarían sin avisar 2.60€ y 4€. Tened cuidado con esa cosas aquí.",Hace 6 años,"Cath Caceres
Local Guide · 103 reseñas · 503 fotos






Hace 6 años
Un maravilloso ambiente. Seguido de una amable oferta del camarero para ver si queríamos patatas, batatas o aros de cebolla acompañando a la hamburguesa que habíamos pedido. Acompañamiento por el que nos cobrarían sin avisar 2.60€ y 4€. Tened cuidado con esa cosas aquí.

1

Compartir"
Alba De Antona Juanas,2 reseñas,5 estrellas,"Yadiel es encantador, nos ha atendido muy bien y todo estaba riquísimo.
Se va a convertir en mi cafetería favorita sin duda",Hace 2 meses,"Alba De Antona Juanas
2 reseñas






Hace 2 meses
Yadiel es encantador, nos ha atendido muy bien y todo estaba riquísimo.
Se va a convertir en mi cafetería favorita sin duda
Servicio
Comí allí
Tipo de comida
Brunch
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Clásico y Gofres

Me gusta

Compartir"
Luciano Aftarczuk,1 reseña,4 estrellas,"Excelente lugar para ir a disfrutar de una comida en familia o amigos. Muy buena calidad de comida y una atencion de todos. Nos recibió Yadiel, quien ha sido muy atentos con nosotros! Sin dudas volveremos.",Hace 4 meses,"Luciano Aftarczuk
1 reseña






Hace 4 meses
Excelente lugar para ir a disfrutar de una comida en familia o amigos. Muy buena calidad de comida y una atencion de todos. Nos recibió Yadiel, quien ha sido muy atentos con nosotros! Sin dudas volveremos.
Comida: 5
Servicio: 5
Ambiente: 4

Me gusta

Compartir"
_ “‪Aysnak‬” _,Local Guide · 32 reseñas · 23 fotos,5 estrellas,"Hacía mucho que no iba, y todo sigue con la misma calidad y ganas de hacerlo bien.
El restaurante muy cuidado con un ambiente muy acogedor. Un sitio al que hay que ir.
Si ademas tienes la suerte de que tu camarera sea Brenda, no podrás estar mejor atendido.",Hace 6 meses,"_ “‪Aysnak‬” _
Local Guide · 32 reseñas · 23 fotos






Hace 6 meses
Hacía mucho que no iba, y todo sigue con la misma calidad y ganas de hacerlo bien.
El restaurante muy cuidado con un ambiente muy acogedor. Un sitio al que hay que ir.
Si ademas tienes la suerte de que tu camarera sea Brenda, no podrás estar mejor atendido.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Completa Con Huevo

Me gusta

Compartir"
Carmen Alcantara,Local Guide · 388 reseñas · 18 fotos,5 estrellas,El sitio es genial!! Los camareros son muy amables y profesionales.  La estética del local es estupenda. La comida es muy muy buena.  Recomiendo ir.,Hace un año,"Carmen Alcantara
Local Guide · 388 reseñas · 18 fotos






Hace un año
El sitio es genial!! Los camareros son muy amables y profesionales.  La estética del local es estupenda. La comida es muy muy buena.  Recomiendo ir.

Me gusta

Compartir"
Erik-Jan Buikema,Local Guide · 182 reseñas · 512 fotos,4 estrellas,"Agradable cafetería, que mantiene su estilo tradicional de antaño, pero con toques hip y lounge añadidos por el grupo Musa. Entre la comida destaca la hamburguesa vegetariana, a mi juicio.",Hace 2 años,"Erik-Jan Buikema
Local Guide · 182 reseñas · 512 fotos






Hace 2 años
Agradable cafetería, que mantiene su estilo tradicional de antaño, pero con toques hip y lounge añadidos por el grupo Musa. Entre la comida destaca la hamburguesa vegetariana, a mi juicio.

Me gusta

Compartir"
Rosa Campos,Local Guide · 60 reseñas · 76 fotos,5 estrellas,"Lo conocimos porque es del grupo de restaurantes ""la Musa"". Las hamburguesas están muy ricas y son bastante grandes. También muy buenos los aros de cebolla y los postres. Para los amantes del vermú, lo tienen de varios sabores y es bastante artesanal.
Los camareros muy amables.
Buen ambiente.
Es un sitio un poco estrecho si vas un grupo grande, por ponerle algún ""pero"".
Volveremos.",Hace 8 meses,"Rosa Campos
Local Guide · 60 reseñas · 76 fotos






Hace 8 meses
Lo conocimos porque es del grupo de restaurantes ""la Musa"". Las hamburguesas están muy ricas y son bastante grandes. También muy buenos los aros de cebolla y los postres. Para los amantes del vermú, lo tienen de varios sabores y es bastante artesanal.
Los camareros muy amables.
Buen ambiente.
Es un sitio un poco estrecho si vas un grupo grande, por ponerle algún ""pero"".
Volveremos.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 4
Platos recomendados
Aros de Cebolla

Me gusta

Compartir"
_JeSusMeTaLViDs_ 85,Local Guide · 82 reseñas · 40 fotos,5 estrellas,"Estupenda cafetería con aire retro, y enorme terraza, atendida de forma excepcional y con una de gran variedad de desayunos desde el típico café con porras hasta un desayuno americano. Si vuelvo a Madrid y me alojo de nuevo cerca, sin duda, volveré.",Hace un año,"_JeSusMeTaLViDs_ 85
Local Guide · 82 reseñas · 40 fotos






Hace un año
Estupenda cafetería con aire retro, y enorme terraza, atendida de forma excepcional y con una de gran variedad de desayunos desde el típico café con porras hasta un desayuno americano. Si vuelvo a Madrid y me alojo de nuevo cerca, sin duda, volveré.

1

Compartir"
ANC,Local Guide · 239 reseñas · 1.553 fotos,4 estrellas,"Tenía las expectativas muy altas ya que en muchos sitios consideran que es el mejor gofre de Madrid, y sin embargo no se han cumplido. El gofre estaba bueno... pero dudo que sea el mejor, ademas la atención recibida ha dejado mucho que desear. La camarera un poco antipática, fuera los radiadores no iban y para servirnos dos gofres (estando el local casi vacío) han tardado 30 minutos.",Hace 3 años,"ANC
Local Guide · 239 reseñas · 1.553 fotos






Hace 3 años
Tenía las expectativas muy altas ya que en muchos sitios consideran que es el mejor gofre de Madrid, y sin embargo no se han cumplido. El gofre estaba bueno... pero dudo que sea el mejor, ademas la atención recibida ha dejado mucho que desear. La camarera un poco antipática, fuera los radiadores no iban y para servirnos dos gofres (estando el local casi vacío) han tardado 30 minutos.

Me gusta

Compartir"
